7944,111316003,MOUNT UNION AREA SHS
7948,105254353,HARBOR CREEK SENIOR HS
7961,151514721,MASTERY CS-PICKETT CAMPUS
7981,185515523,BOYS LATIN OF PHILADELPHIA CS
8000,127046903,ROCHESTER HIGH SCHOOL
8039,126515001,ARTS ACADEMY AT BENJAMIN RUSH
8044,127042003,CENTRAL VALLEY HS
8049,123463803,JENKINTOWN MIDDLE/HIGH SCHOOL
8071,105257602,MCDOWELL HS
8083,114514135,SANKOFA FREEDOM ACADEMY CHARTER SCHOOL
8086,127040503,ALIQUIPPA JSHS
8087,103022103,CORNELL HS
8093,104435603,SHARON HS
8094,103021903,CLAIRTON MS/HS
8105,102027451,PITTSBURGH OBAMA 6-12
8106,102027451,PITTSBURGH CAPA 6-12
8107,102027451,PITTSBURGH SCIENCE AND TECHNOLOGY ACADEMY 6-12
8110,102027451,PITTSBURGH MILLIONES 6-12
8116,114067002,READING SHS
8125,175390169,LINCOLN LEADERSHIP ACADEMY CHARTER SCHOOL
8126,192518422,TACONY ACADEMY CHARTER SCHOOL
8129,160028259,PROPEL CS-BRADDOCK HILLS
8131,189670676,YORK ACADEMY REGIONAL CHARTER SCHOOL
8148,181519176,ASPIRA BILINGUAL CYBER CHARTER SCHOOL
8154,108057079,HOPE FOR HYNDMAN CS
8161,129544907,GILLINGHAM CHARTER SCHOOL
8174,124152003,DOWNINGTOWN STEM ACADEMY
8187,111444602,MIFFLIN CO HS
8195,126519434,UNIVERSAL AUDENRIED CHARTER SCHOOL
8203,102027451,ACADEMY AT WESTINGHOUSE
8205,126513452,OLNEY CHARTER HIGH SCHOOL
8207,126513734,MASTERY CS-GRATZ CAMPUS
8216,126511563,ESPERANZA CYBER CS
8224,105201033,CONNEAUT AREA SENIOR HIGH
8231,125239652,PENN WOOD HS
8244,112281302,CHAMBERSBURG AREA CAREER MAGNET SCH
8258,125236827,CHESTER CHARTER SCHOLARS ACADEMY CS
8274,108567703,SOMERSET AREA JR-SR HS
8278,115227010,CAPITAL AREA SCHOOL FOR THE ARTS CHARTER SCHOOL
8293,126515001,PENN TREATY SCH
8298,126515001,THE SD OF PHILADELPHIA VIRTUAL ACADEMY
8300,102027451,PITTSBURGH ONLINE ACADEMY
8303,125231232,STEM AT SHOWALTER
8304,119355503,MID VALLEY SECONDARY CENTER
8305,103026852,NORTH ALLEGHENY HS
8307,111444307,MIFFLIN COUNTY ACADEMY OF SCIENCE AND TECHNOLOGY
8308,102023217,PASSPORT ACADEMY CS
8312,119352203,DUNMORE JSHS
8314,108112502,GREATER JOHNSTOWN SCHOOL DISTRICTS CYBER ACADEMY
8316,110173504,HARMONY AREA JSHS
8318,104107903,SENECA VALLEY HS
8323,107656303,VALLEY JSHS
8325,121398065,EXECUTIVE EDUCATION ACADEMY CHARTER SCHOOL
8328,126515001,THE WORKSHOP SCHOOL
8329,126515001,THE U SCHOOL: INNOVATIVE LAB
8330,126515001,THE SCIENCE LEADERSHIP ACADEMY AT BEEBER
8331,126515001,THE LINC
8332,126515001,BUILDING 21
8340,103022803,EAST ALLEGHENY JSHS
8342,128030852,ARMSTRONG JSHS
8344,104101252,BUTLER AREA SHS
8348,121136603,PANTHER VALLEY JSHS
8358,126514864,KIPP DUBOIS CHARTER SCHOOL
8359,126511530,TECH FREIRE CS
8360,126513117,MAST COMMUNITY CS II
8366,115227871,REACH CYBER CS
8371,121395526,INNOVATIVE ARTS ACADEMY CS
8376,115222752,COUGAR ACADEMY
8379,108118503,WESTMONT HILLTOP JSHS
8381,122097203,MORRISVILLE HS
8382,108112203,FOREST HILLS JSHS
8385,126515001,PHILADELPHIA LEARNING ACADEMY - NORTH
8386,126515001,PHILADELPHIA LEARNING ACADEMY - SOUTH
8388,126515001,KENSINGTON HS
8392,103028425,WESTINGHOUSE ARTS ACADEMY CS
8394,124152637,INSIGHT PA CYBER CS
8401,121393330,ROBERTO CLEMENTE CS
8403,129544503,MAHANOY AREA JSHS
8412,121390302,BUILDING 21 ALLENTOWN
8417,105252602,ERIE HS
8421,107654103,JEANNETTE HS
8434,116191004,BENTON AREA HS
8436,108056004,NORTHERN BEDFORD COUNTY HS
8440,126515001,VAUX HS: A BIG PICTURE SCHOOL
8442,101308503,WEST GREENE JSHS
8446,118401403,CRESTWOOD SECONDARY CAMPUS
8448,118408852,WILKES-BARRE AREA SD STEM ACADEMY
8459,103028653,SOUTH ALLEGHENY HS
8481,104433903,LAKEVIEW MIDDLE-HS
8487,128321103,RIVER VALLEY HS
8495,118408852,WILKES-BARRE AREA HS
