3,2017,Algebra I,All Students,137,27.0,45.3,22.6,5.1
3,2017,Algebra I,Historically Underperforming,60,8.3,45.0,36.7,10.0
3,2017,Biology,All Students,138,29.7,37.0,24.6,8.7
3,2017,Biology,Historically Underperforming,60,11.7,35.0,36.7,16.7
3,2017,Literature,All Students,138,13.8,71.0,13.0,2.2
3,2017,Literature,Historically Underperforming,60,1.7,71.7,21.7,5.0
3,2018,Algebra I,All Students,162,29.6,41.4,21.6,7.4
3,2018,Algebra I,Historically Underperforming,69,24.6,29.0,30.4,15.9
3,2018,Biology,All Students,159,23.3,42.1,22.0,12.6
3,2018,Biology,Historically Underperforming,67,9.0,37.3,28.4,25.4
3,2018,Literature,All Students,159,11.3,66.0,15.1,7.5
3,2018,Literature,Historically Underperforming,68,4.4,58.8,20.6,16.2
3,2019,Algebra I,All Students,139,27.3,45.3,21.6,5.8
3,2019,Algebra I,Historically Underperforming,47,14.9,29.8,38.3,17.0
3,2019,Biology,All Students,139,25.9,38.1,23.7,12.2
3,2019,Biology,Historically Underperforming,48,14.6,25.0,33.3,27.1
3,2019,Literature,All Students,139,7.2,71.2,16.5,5.0
3,2019,Literature,Historically Underperforming,48,2.1,52.1,33.3,12.5
3,2021,Algebra I,All Students,139,27.3,45.3,21.6,5.8
3,2021,Algebra I,Historically Underperforming,47,14.9,29.8,38.3,17.0
3,2021,Biology,All Students,139,25.9,38.1,23.7,12.2
3,2021,Biology,Historically Underperforming,48,14.6,25.0,33.3,27.1
3,2021,Literature,All Students,139,7.2,71.2,16.5,5.0
3,2021,Literature,Historically Underperforming,48,2.1,52.1,33.3,12.5
3,2022,Algebra I,All Students,58,37.9,37.9,15.5,8.6
3,2022,Algebra I,Economically Disadvantaged,17,17.6,47.1,17.6,17.6
3,2022,Algebra I,ELL,1,0.0,0.0,0.0,0.0
3,2022,Algebra I,IEP,4,0.0,0.0,0.0,0.0
3,2022,Biology,All Students,98,12.2,30.6,33.7,23.5
3,2022,Biology,Economically Disadvantaged,33,6.1,27.3,30.3,36.4
3,2022,Biology,ELL,2,0.0,0.0,0.0,0.0
3,2022,Biology,IEP,7,0.0,0.0,0.0,0.0
3,2022,Literature,All Students,28,0.0,21.4,50.0,28.6
3,2022,Literature,Economically Disadvantaged,13,0.0,15.4,46.2,38.5
3,2022,Literature,ELL,2,0.0,0.0,0.0,0.0
3,2022,Literature,IEP,6,0.0,0.0,0.0,0.0
14,2017,Algebra I,All Students,127,26.0,58.3,12.6,3.1
14,2017,Algebra I,Historically Underperforming,45,15.6,51.1,24.4,8.9
14,2017,Biology,All Students,127,38.6,41.7,10.2,9.4
14,2017,Biology,Historically Underperforming,45,26.7,37.8,15.6,20.0
14,2017,Literature,All Students,127,8.7,73.2,14.2,3.9
14,2017,Literature,Historically Underperforming,45,6.7,60.0,22.2,11.1
14,2018,Algebra I,All Students,137,44.5,39.4,11.7,4.4
14,2018,Algebra I,Historically Underperforming,43,27.9,34.9,23.3,14.0
14,2018,Biology,All Students,137,46.0,36.5,12.4,5.1
14,2018,Biology,Historically Underperforming,42,28.6,35.7,21.4,14.3
14,2018,Literature,All Students,136,16.2,64.7,14.0,5.1
14,2018,Literature,Historically Underperforming,42,9.5,54.8,21.4,14.3
14,2019,Algebra I,All Students,144,29.2,51.4,16.7,2.8
14,2019,Algebra I,Historically Underperforming,121,32.2,49.6,15.7,2.5
14,2019,Biology,All Students,144,39.6,43.1,12.5,4.9
14,2019,Biology,Historically Underperforming,121,43.8,38.8,12.4,5.0
14,2019,Literature,All Students,145,9.7,73.1,11.0,6.2
14,2019,Literature,Historically Underperforming,122,9.8,71.3,13.1,5.7
14,2021,Algebra I,All Students,144,29.2,51.4,16.7,2.8
14,2021,Algebra I,Historically Underperforming,121,32.2,49.6,15.7,2.5
14,2021,Biology,All Students,144,39.6,43.1,12.5,4.9
14,2021,Biology,Historically Underperforming,121,43.8,38.8,12.4,5.0
14,2021,Literature,All Students,145,9.7,73.1,11.0,6.2
14,2021,Literature,Historically Underperforming,122,9.8,71.3,13.1,5.7
14,2022,Algebra I,All Students,44,31.8,54.5,2.3,11.4
14,2022,Algebra I,Economically Disadvantaged,11,18.2,45.5,9.1,27.3
14,2022,Algebra I,IEP,5,0.0,0.0,0.0,0.0
14,2022,Biology,All Students,12,0.0,25.0,8.3,66.7
14,2022,Biology,Economically Disadvantaged,5,0.0,0.0,0.0,0.0
14,2022,Biology,IEP,6,0.0,0.0,0.0,0.0
14,2022,Literature,All Students,145,11.0,64.1,22.1,2.8
14,2022,Literature,Economically Disadvantaged,39,5.1,61.5,30.8,2.6
14,2022,Literature,IEP,16,0.0,12.5,62.5,25.0
17,2017,Algebra I,All Students,252,34.1,38.1,20.6,7.1
17,2017,Algebra I,Historically Underperforming,95,17.9,35.8,29.5,16.8
17,2017,Biology,All Students,253,37.9,36.4,15.4,10.3
17,2017,Biology,Historically Underperforming,94,19.1,35.1,22.3,23.4
17,2017,Literature,All Students,256,12.9,59.8,19.9,7.4
17,2017,Literature,Historically Underperforming,97,5.2,45.4,32.0,17.5
17,2018,Algebra I,All Students,276,35.1,42.4,16.3,6.2
17,2018,Algebra I,Historically Underperforming,99,18.2,42.4,23.2,16.2
17,2018,Biology,All Students,277,42.2,35.4,13.0,9.4
17,2018,Biology,Historically Underperforming,100,24.0,37.0,21.0,18.0
17,2018,Literature,All Students,277,11.2,69.0,14.8,5.1
17,2018,Literature,Historically Underperforming,100,6.0,55.0,27.0,12.0
17,2019,Algebra I,All Students,270,28.5,43.7,23.3,4.4
17,2019,Algebra I,Historically Underperforming,92,12.0,42.4,32.6,13.0
17,2019,Biology,All Students,264,31.1,40.5,18.6,9.8
17,2019,Biology,Historically Underperforming,90,8.9,47.8,23.3,20.0
17,2019,Literature,All Students,264,7.6,62.5,23.5,6.4
17,2019,Literature,Historically Underperforming,91,2.2,45.1,40.7,12.1
17,2021,Algebra I,All Students,270,28.5,43.7,23.3,4.4
17,2021,Algebra I,Historically Underperforming,92,12.0,42.4,32.6,13.0
17,2021,Biology,All Students,264,31.1,40.5,18.6,9.8
17,2021,Biology,Historically Underperforming,90,8.9,47.8,23.3,20.0
17,2021,Literature,All Students,264,7.6,62.5,23.5,6.4
17,2021,Literature,Historically Underperforming,91,2.2,45.1,40.7,12.1
17,2022,Algebra I,All Students,106,65.1,16.0,3.8,15.1
17,2022,Algebra I,Economically Disadvantaged,29,51.7,10.3,10.3,27.6
17,2022,Algebra I,ELL,2,0.0,0.0,0.0,0.0
17,2022,Algebra I,IEP,19,10.5,0.0,15.8,73.7
17,2022,Biology,All Students,128,7.8,31.3,40.6,20.3
17,2022,Biology,Economically Disadvantaged,48,2.1,29.2,45.8,22.9
17,2022,Biology,ELL,4,0.0,0.0,0.0,0.0
17,2022,Biology,IEP,33,3.0,12.1,39.4,45.5
17,2022,Literature,All Students,241,10.0,54.8,27.4,7.9
17,2022,Literature,Economically Disadvantaged,75,4.0,50.7,32.0,13.3
17,2022,Literature,ELL,2,0.0,0.0,0.0,0.0
17,2022,Literature,IEP,30,3.3,6.7,46.7,43.3
21,2017,Algebra I,All Students,114,21.9,44.7,28.1,5.3
21,2017,Algebra I,Historically Underperforming,53,11.3,43.4,37.7,7.5
21,2017,Biology,All Students,113,35.4,37.2,24.8,2.7
21,2017,Biology,Historically Underperforming,52,25.0,38.5,30.8,5.8
21,2017,Literature,All Students,112,5.4,72.3,21.4,0.9
21,2017,Literature,Historically Underperforming,51,2.0,62.7,33.3,2.0
21,2018,Algebra I,All Students,131,18.3,43.5,32.8,5.3
21,2018,Algebra I,Historically Underperforming,57,8.8,35.1,45.6,10.5
21,2018,Biology,All Students,130,34.6,36.9,20.8,7.7
21,2018,Biology,Historically Underperforming,57,17.5,45.6,24.6,12.3
21,2018,Literature,All Students,131,3.8,71.8,14.5,9.9
21,2018,Literature,Historically Underperforming,57,0.0,63.2,19.3,17.5
21,2019,Algebra I,All Students,133,27.1,41.4,28.6,3.0
21,2019,Algebra I,Historically Underperforming,57,10.5,36.8,45.6,7.0
21,2019,Biology,All Students,132,45.5,31.8,19.7,3.0
21,2019,Biology,Historically Underperforming,56,32.1,28.6,33.9,5.4
21,2019,Literature,All Students,133,9.8,67.7,18.0,4.5
21,2019,Literature,Historically Underperforming,57,3.5,54.4,31.6,10.5
21,2021,Algebra I,All Students,133,27.1,41.4,28.6,3.0
21,2021,Algebra I,Historically Underperforming,57,10.5,36.8,45.6,7.0
21,2021,Biology,All Students,132,45.5,31.8,19.7,3.0
21,2021,Biology,Historically Underperforming,56,32.1,28.6,33.9,5.4
21,2021,Literature,All Students,133,9.8,67.7,18.0,4.5
21,2021,Literature,Historically Underperforming,57,3.5,54.4,31.6,10.5
21,2022,Algebra I,All Students,42,73.8,19.0,2.4,4.8
21,2022,Algebra I,Economically Disadvantaged,12,66.7,8.3,8.3,16.7
21,2022,Algebra I,ELL,1,0.0,0.0,0.0,0.0
21,2022,Algebra I,IEP,4,0.0,0.0,0.0,0.0
21,2022,Biology,All Students,103,18.4,35.0,31.1,15.5
21,2022,Biology,Economically Disadvantaged,46,10.9,26.1,43.5,19.6
21,2022,Biology,ELL,9,0.0,0.0,0.0,0.0
21,2022,Biology,IEP,13,7.7,15.4,30.8,46.2
21,2022,Literature,All Students,101,8.9,55.4,23.8,11.9
